"RANKINDEX","PrePRODUCT_ID","PrePRODUCT_NAME","PreCATEGORY","PreBRAND","PreCOST_PRICE","PreUNIT_PRICE","TRANSACTION_ID","STORE_ID","TRANSACTION_DATE","PRODUCT_ID","QUANTITY","DISCOUNT_PERCENT","f","o_YEAR","o_MONTH","TOTAL_QUANTITY"
30,"P_022","Product 022","Sports","BrandB","188.76","337.73","111105","103","5/14/2024","P_022","5","10",,"2024","5","44"
30,"P_024","Product 024","Electronics","BrandC","208.42","299.74","111111","104","5/2/2024","P_024","2","5",,"2024","5","44"
30,"P_040","Product 040","Grocery","BrandA","196.15","286.01","111165","108","5/16/2024","P_040","3","0",,"2024","5","44"
34,"P_029","Product 029","Home","BrandB","316.8","425.97","111153","101","5/24/2024","P_029","1","0",,"2024","5","45"
34,"P_043","Product 043","Home","BrandA","216.59","306.16","111120","101","5/28/2024","P_043","1","0",,"2024","5","45"
36,"P_050","Product 050","Home","BrandB","202.07","315.93","111118","106","5/27/2024","P_050","3","15",,"2024","5","47"
37,"P_008","Product 008","Clothing","BrandC","110.44","203.49","111102","105","5/12/2024","P_008","3","5",,"2024","5","48"
38,"P_011","Product 011","Home","BrandA","63.95","107.43","111129","108","5/22/2024","P_011","2","0",,"2024","5","49"
38,"P_049","Product 049","Grocery","BrandD","372.65","441.43","111103","101","5/19/2024","P_049","4","20",,"2024","5","49"
40,"P_039","Product 039","Electronics","BrandD","179.34","242.93","111111","103","5/2/2024","P_039","3","20",,"2024","5","50"
40,"P_044","Product 044","Grocery","BrandD","145.03","274.52","111153","103","5/24/2024","P_044","3","0",,"2024","5","50"
42,"P_004","Product 004","Sports","BrandC","89.45","155.17","111106","107","5/15/2024","P_004","1","20",,"2024","5","53"
42,"P_037","Product 037","Clothing","BrandB","67.57","108.84","111161","102","5/26/2024","P_037","5","5",,"2024","5","53"
42,"P_042","Product 042","Electronics","BrandD","54.28","78.27","111124","106","5/13/2024","P_042","1","0",,"2024","5","53"
45,"P_047","Product 047","Grocery","BrandC","237.02","303.44","111144","107","5/14/2024","P_047","3","15",,"2024","5","54"
46,"P_035","Product 035","Clothing","BrandC","41.43","64.34","111133","103","5/20/2024","P_035","4","20",,"2024","5","56"
46,"P_045","Product 045","Grocery","BrandA","68.92","109.5","111165","108","5/16/2024","P_045","3","5",,"2024","5","56"
48,"P_020","Product 020","Home","BrandB","33.73","56.75","111107","108","5/7/2024","P_020","5","5",,"2024","5","63"
49,"P_015","Product 015","Home","BrandD","281.43","463.89","111128","105","5/8/2024","P_015","4","5",,"2024","5","66"
50,"P_046","Product 046","Electronics","BrandB","276","472","111117","105","5/9/2024","P_046","2","0",,"2024","5","72"
1,"P_005","Product 005","Sports","BrandD","58.75","90.98","111552","108","6/9/2024","P_005","4","20",,"2024","6","22"
2,"P_009","Product 009","Clothing","BrandC","96.09","153.81","111561","105","6/10/2024","P_009","2","5",,"2024","6","23"
2,"P_035","Product 035","Clothing","BrandC","41.43","64.34","111647","104","6/30/2024","P_035","1","20",,"2024","6","23"
4,"P_015","Product 015","Home","BrandD","281.43","463.89","111622","101","6/21/2024","P_015","4","5",,"2024","6","27"
5,"P_040","Product 040","Grocery","BrandA","196.15","286.01","111610","104","6/7/2024","P_040","4","15",,"2024","6","28"
6,"P_004","Product 004","Sports","BrandC","89.45","155.17","111581","103","6/16/2024","P_004","3","20",,"2024","6","29"
6,"P_032","Product 032","Home","BrandB","115.04","135.47","111601","102","6/22/2024","P_032","1","10",,"2024","6","29"
6,"P_042","Product 042","Electronics","BrandD","54.28","78.27","111626","107","6/26/2024","P_042","1","10",,"2024","6","29"
9,"P_021","Product 021","Grocery","BrandD","112.23","191.7","111564","102","6/14/2024","P_021","5","5",,"2024","6","30"
9,"P_041","Product 041","Home","BrandB","230.38","350.8","111578","106","6/13/2024","P_041","3","10",,"2024","6","30"
11,"P_023","Product 023","Home","BrandA","193.9","336.3","111575","101","6/27/2024","P_023","2","5",,"2024","6","32"
11,"P_030","Product 030","Home","BrandB","272.48","363.65","111586","108","6/3/2024","P_030","4","0",,"2024","6","32"
11,"P_045","Product 045","Grocery","BrandA","68.92","109.5","111546","101","6/7/2024","P_045","3","20",,"2024","6","32"
14,"P_003","Product 003","Clothing","BrandD","95.83","145.24","111557","106","6/4/2024","P_003","5","15",,"2024","6","33"
14,"P_014","Product 014","Grocery","BrandD","191.33","306.92","111600","104","6/13/2024","P_014","1","15",,"2024","6","33"
16,"P_027","Product 027","Clothing","BrandD","116.38","197.63","111553","108","6/20/2024","P_027","2","20",,"2024","6","34"
17,"P_031","Product 031","Clothing","BrandD","69.33","125.63","111601","105","6/22/2024","P_031","5","0",,"2024","6","35"
17,"P_049","Product 049","Grocery","BrandD","372.65","441.43","111654","107","6/11/2024","P_049","4","10",,"2024","6","35"
19,"P_001","Product 001","Home","BrandD","291.46","482.98","111559","102","6/15/2024","P_001","3","10",,"2024","6","37"
20,"P_039","Product 039","Electronics","BrandD","179.34","242.93","111558","105","6/6/2024","P_039","2","10",,"2024","6","38"
21,"P_038","Product 038","Sports","BrandC","324.13","448.92","111547","106","6/14/2024","P_038","2","15",,"2024","6","39"
21,"P_046","Product 046","Electronics","BrandB","276","472","111569","108","6/20/2024","P_046","2","0",,"2024","6","39"
23,"P_006","Product 006","Grocery","BrandA","14.29","17.66","111629","102","6/27/2024","P_006","4","15",,"2024","6","40"
23,"P_043","Product 043","Home","BrandA","216.59","306.16","111588","108","6/22/2024","P_043","5","15",,"2024","6","40"
25,"P_026","Product 026","Clothing","BrandB","148.98","285.01","111579","105","6/12/2024","P_026","5","0",,"2024","6","41"
26,"P_018","Product 018","Sports","BrandB","285.64","426.52","111582","103","6/10/2024","P_018","2","0",,"2024","6","42"
26,"P_048","Product 048","Sports","BrandA","232.9","350.44","111569","105","6/20/2024","P_048","1","5",,"2024","6","42"
28,"P_020","Product 020","Home","BrandB","33.73","56.75","111599","102","6/10/2024","P_020","2","0",,"2024","6","43"
29,"P_028","Product 028","Grocery","BrandB","285.08","486.14","111573","103","6/17/2024","P_028","4","20",,"2024","6","44"
29,"P_036","Product 036","Sports","BrandD","115.24","225.27","111570","108","6/22/2024","P_036","4","20",,"2024","6","44"
31,"P_011","Product 011","Home","BrandA","63.95","107.43","111558","102","6/6/2024","P_011","3","0",,"2024","6","45"
32,"P_017","Product 017","Home","BrandB","314.84","458.33","111577","101","6/20/2024","P_017","3","0",,"2024","6","48"
33,"P_002","Product 002","Sports","BrandC","165.08","307.45","111560","103","6/7/2024","P_002","2","15",,"2024","6","50"
33,"P_025","Product 025","Electronics","BrandB","92.74","144.61","111560","101","6/7/2024","P_025","3","15",,"2024","6","50"
35,"P_037","Product 037","Clothing","BrandB","67.57","108.84","111549","106","6/22/2024","P_037","3","5",,"2024","6","51"
36,"P_033","Product 033","Home","BrandC","17.69","29.81","111614","103","6/5/2024","P_033","2","15",,"2024","6","52"
36,"P_047","Product 047","Grocery","BrandC","237.02","303.44","111549","102","6/22/2024","P_047","5","5",,"2024","6","52"
38,"P_022","Product 022","Sports","BrandB","188.76","337.73","111621","106","6/3/2024","P_022","3","5",,"2024","6","53"
38,"P_024","Product 024","Electronics","BrandC","208.42","299.74","111577","107","6/20/2024","P_024","4","0",,"2024","6","53"
38,"P_034","Product 034","Electronics","BrandD","301.56","358.22","111545","101","6/20/2024","P_034","2","0",,"2024","6","53"
41,"P_012","Product 012","Clothing","BrandD","260.56","358.56","111594","107","6/14/2024","P_012","3","20",,"2024","6","55"
42,"P_019","Product 019","Electronics","BrandB","170.91","230.23","111587","102","6/16/2024","P_019","1","20",,"2024","6","56"
42,"P_044","Product 044","Grocery","BrandD","145.03","274.52","111550","108","6/27/2024","P_044","2","0",,"2024","6","56"
44,"P_050","Product 050","Home","BrandB","202.07","315.93","111585","104","6/4/2024","P_050","5","15",,"2024","6","57"
45,"P_007","Product 007","Clothing","BrandD","133.42","217.47","111607","106","6/24/2024","P_007","3","20",,"2024","6","59"
45,"P_010","Product 010","Sports","BrandB","13.81","16.9","111562","107","6/29/2024","P_010","2","15",,"2024","6","59"
45,"P_013","Product 013","Sports","BrandB","198.67","397.19","111622","101","6/21/2024","P_013","2","10",,"2024","6","59"
45,"P_016","Product 016","Grocery","BrandB","183.48","329.03","111566","108","6/13/2024","P_016","3","20",,"2024","6","59"
49,"P_029","Product 029","Home","BrandB","316.8","425.97","111548","101","6/28/2024","P_029","5","0",,"2024","6","65"
50,"P_008","Product 008","Clothing","BrandC","110.44","203.49","111565","102","6/12/2024","P_008","5","10",,"2024","6","69"
1,"P_010","Product 010","Sports","BrandB","13.81","16.9","112100","106","7/8/2024","P_010","3","20",,"2024","7","12"
2,"P_031","Product 031","Clothing","BrandD","69.33","125.63","112028","108","7/18/2024","P_031","3","5",,"2024","7","15"
2,"P_045","Product 045","Grocery","BrandA","68.92","109.5","112023","107","7/2/2024","P_045","3","0",,"2024","7","15"
4,"P_015","Product 015","Home","BrandD","281.43","463.89","112078","108","7/21/2024","P_015","2","15",,"2024","7","19"
4,"P_043","Product 043","Home","BrandA","216.59","306.16","112079","108","7/29/2024","P_043","3","20",,"2024","7","19"
6,"P_007","Product 007","Clothing","BrandD","133.42","217.47","112068","101","7/27/2024","P_007","1","0",,"2024","7","20"
7,"P_008","Product 008","Clothing","BrandC","110.44","203.49","112058","103","7/22/2024","P_008","1","15",,"2024","7","24"
7,"P_022","Product 022","Sports","BrandB","188.76","337.73","112069","105","7/27/2024","P_022","5","0",,"2024","7","24"
9,"P_011","Product 011","Home","BrandA","63.95","107.43","112041","108","7/8/2024","P_011","1","5",,"2024","7","25"
9,"P_033","Product 033","Home","BrandC","17.69","29.81","112063","106","7/31/2024","P_033","4","5",,"2024","7","25"
11,"P_001","Product 001","Home","BrandD","291.46","482.98","112035","104","7/22/2024","P_001","4","10",,"2024","7","27"
11,"P_003","Product 003","Clothing","BrandD","95.83","145.24","112026","105","7/15/2024","P_003","5","20",,"2024","7","27"
13,"P_017","Product 017","Home","BrandB","314.84","458.33","112019","106","7/26/2024","P_017","1","0",,"2024","7","29"
13,"P_039","Product 039","Electronics","BrandD","179.34","242.93","112063","106","7/31/2024","P_039","3","10",,"2024","7","29"
13,"P_049","Product 049","Grocery","BrandD","372.65","441.43","112049","104","7/23/2024","P_049","4","15",,"2024","7","29"
16,"P_041","Product 041","Home","BrandB","230.38","350.8","112045","106","7/24/2024","P_041","4","0",,"2024","7","30"
17,"P_042","Product 042","Electronics","BrandD","54.28","78.27","112022","105","7/12/2024","P_042","5","5",,"2024","7","31"
18,"P_021","Product 021","Grocery","BrandD","112.23","191.7","112033","107","7/29/2024","P_021","2","15",,"2024","7","32"
18,"P_025","Product 025","Electronics","BrandB","92.74","144.61","112038","107","7/3/2024","P_025","3","5",,"2024","7","32"
18,"P_028","Product 028","Grocery","BrandB","285.08","486.14","112075","107","7/10/2024","P_028","5","15",,"2024","7","32"
18,"P_032","Product 032","Home","BrandB","115.04","135.47","112018","103","7/16/2024","P_032","3","10",,"2024","7","32"
18,"P_037","Product 037","Clothing","BrandB","67.57","108.84","112029","104","7/31/2024","P_037","1","15",,"2024","7","32"
23,"P_014","Product 014","Grocery","BrandD","191.33","306.92","112029","106","7/31/2024","P_014","3","20",,"2024","7","33"
23,"P_019","Product 019","Electronics","BrandB","170.91","230.23","112029","104","7/31/2024","P_019","2","15",,"2024","7","33"
25,"P_009","Product 009","Clothing","BrandC","96.09","153.81","112065","105","7/22/2024","P_009","4","20",,"2024","7","34"
25,"P_046","Product 046","Electronics","BrandB","276","472","112101","102","7/23/2024","P_046","3","15",,"2024","7","34"
27,"P_020","Product 020","Home","BrandB","33.73","56.75","112020","108","7/10/2024","P_020","5","20",,"2024","7","35"
27,"P_035","Product 035","Clothing","BrandC","41.43","64.34","112023","102","7/2/2024","P_035","1","5",,"2024","7","35"
29,"P_027","Product 027","Clothing","BrandD","116.38","197.63","112038","104","7/3/2024","P_027","4","0",,"2024","7","36"
29,"P_038","Product 038","Sports","BrandC","324.13","448.92","112084","103","7/15/2024","P_038","4","20",,"2024","7","36"
31,"P_034","Product 034","Electronics","BrandD","301.56","358.22","112068","101","7/27/2024","P_034","4","20",,"2024","7","37"
32,"P_004","Product 004","Sports","BrandC","89.45","155.17","112045","105","7/24/2024","P_004","2","15",,"2024","7","38"
32,"P_012","Product 012","Clothing","BrandD","260.56","358.56","112034","104","7/28/2024","P_012","2","10",,"2024","7","38"
34,"P_024","Product 024","Electronics","BrandC","208.42","299.74","112025","102","7/18/2024","P_024","2","20",,"2024","7","43"
35,"P_040","Product 040","Grocery","BrandA","196.15","286.01","112028","108","7/18/2024","P_040","1","0",,"2024","7","44"
36,"P_023","Product 023","Home","BrandA","193.9","336.3","112027","103","7/31/2024","P_023","4","15",,"2024","7","45"
37,"P_018","Product 018","Sports","BrandB","285.64","426.52","112018","101","7/16/2024","P_018","5","20",,"2024","7","47"
37,"P_047","Product 047","Grocery","BrandC","237.02","303.44","112130","104","7/12/2024","P_047","4","10",,"2024","7","47"
39,"P_005","Product 005","Sports","BrandD","58.75","90.98","112024","106","7/15/2024","P_005","4","5",,"2024","7","48"
39,"P_029","Product 029","Home","BrandB","316.8","425.97","112024","107","7/15/2024","P_029","5","10",,"2024","7","48"
39,"P_050","Product 050","Home","BrandB","202.07","315.93","112035","102","7/22/2024","P_050","1","20",,"2024","7","48"
42,"P_026","Product 026","Clothing","BrandB","148.98","285.01","112052","105","7/23/2024","P_026","5","15",,"2024","7","50"
42,"P_030","Product 030","Home","BrandB","272.48","363.65","112046","107","7/22/2024","P_030","1","5",,"2024","7","50"
44,"P_036","Product 036","Sports","BrandD","115.24","225.27","112028","102","7/18/2024","P_036","1","5",,"2024","7","51"
45,"P_016","Product 016","Grocery","BrandB","183.48","329.03","112032","107","7/9/2024","P_016","3","5",,"2024","7","52"
46,"P_002","Product 002","Sports","BrandC","165.08","307.45","112102","104","7/15/2024","P_002","3","5",,"2024","7","56"
47,"P_048","Product 048","Sports","BrandA","232.9","350.44","112030","104","7/9/2024","P_048","2","10",,"2024","7","58"
48,"P_006","Product 006","Grocery","BrandA","14.29","17.66","112024","106","7/15/2024","P_006","4","20",,"2024","7","61"
49,"P_044","Product 044","Grocery","BrandD","145.03","274.52","112050","101","7/13/2024","P_044","3","20",,"2024","7","66"
50,"P_013","Product 013","Sports","BrandB","198.67","397.19","112062","101","7/24/2024","P_013","1","0",,"2024","7","75"
1,"P_045","Product 045","Grocery","BrandA","68.92","109.5","112445","101","8/16/2024","P_045","5","5",,"2024","8","19"
1,"P_049","Product 049","Grocery","BrandD","372.65","441.43","112438","108","8/23/2024","P_049","4","0",,"2024","8","19"
3,"P_016","Product 016","Grocery","BrandB","183.48","329.03","112454","108","8/1/2024","P_016","2","15",,"2024","8","24"
3,"P_027","Product 027","Clothing","BrandD","116.38","197.63","112576","107","8/20/2024","P_027","1","5",,"2024","8","24"
5,"P_011","Product 011","Home","BrandA","63.95","107.43","112478","101","8/3/2024","P_011","3","0",,"2024","8","25"
5,"P_043","Product 043","Home","BrandA","216.59","306.16","112468","107","8/9/2024","P_043","2","0",,"2024","8","25"
7,"P_012","Product 012","Clothing","BrandD","260.56","358.56","112455","101","8/22/2024","P_012","3","0",,"2024","8","26"
7,"P_035","Product 035","Clothing","BrandC","41.43","64.34","112446","106","8/21/2024","P_035","4","15",,"2024","8","26"
7,"P_037","Product 037","Clothing","BrandB","67.57","108.84","112475","101","8/13/2024","P_037","1","5",,"2024","8","26"
10,"P_042","Product 042","Electronics","BrandD","54.28","78.27","112462","106","8/28/2024","P_042","2","5",,"2024","8","28"
11,"P_013","Product 013","Sports","BrandB","198.67","397.19","112505","108","8/15/2024","P_013","4","0",,"2024","8","29"
12,"P_029","Product 029","Home","BrandB","316.8","425.97","112492","108","8/14/2024","P_029","3","20",,"2024","8","30"
13,"P_036","Product 036","Sports","BrandD","115.24","225.27","112518","107","8/9/2024","P_036","1","0",,"2024","8","32"
13,"P_048","Product 048","Sports","BrandA","232.9","350.44","112471","107","8/28/2024","P_048","1","20",,"2024","8","32"
15,"P_022","Product 022","Sports","BrandB","188.76","337.73","112451","101","8/18/2024","P_022","4","5",,"2024","8","33"
15,"P_046","Product 046","Electronics","BrandB","276","472","112439","107","8/13/2024","P_046","4","10",,"2024","8","33"
17,"P_025","Product 025","Electronics","BrandB","92.74","144.61","112493","104","8/4/2024","P_025","1","5",,"2024","8","34"
17,"P_028","Product 028","Grocery","BrandB","285.08","486.14","112447","106","8/3/2024","P_028","4","15",,"2024","8","34"
17,"P_030","Product 030","Home","BrandB","272.48","363.65","112473","101","8/1/2024","P_030","2","20",,"2024","8","34"
20,"P_032","Product 032","Home","BrandB","115.04","135.47","112490","101","8/8/2024","P_032","2","0",,"2024","8","36"
20,"P_033","Product 033","Home","BrandC","17.69","29.81","112441","102","8/14/2024","P_033","4","5",,"2024","8","36"
22,"P_020","Product 020","Home","BrandB","33.73","56.75","112445","106","8/16/2024","P_020","1","15",,"2024","8","37"
22,"P_026","Product 026","Clothing","BrandB","148.98","285.01","112466","101","8/18/2024","P_026","1","15",,"2024","8","37"
24,"P_021","Product 021","Grocery","BrandD","112.23","191.7","112474","108","8/14/2024","P_021","5","0",,"2024","8","38"
25,"P_034","Product 034","Electronics","BrandD","301.56","358.22","112456","103","8/5/2024","P_034","3","5",,"2024","8","39"
25,"P_047","Product 047","Grocery","BrandC","237.02","303.44","112453","104","8/20/2024","P_047","3","0",,"2024","8","39"
27,"P_006","Product 006","Grocery","BrandA","14.29","17.66","112482","105","8/26/2024","P_006","3","5",,"2024","8","40"
28,"P_018","Product 018","Sports","BrandB","285.64","426.52","112494","102","8/25/2024","P_018","5","5",,"2024","8","41"
28,"P_050","Product 050","Home","BrandB","202.07","315.93","112449","105","8/1/2024","P_050","2","10",,"2024","8","41"
30,"P_010","Product 010","Sports","BrandB","13.81","16.9","112457","102","8/14/2024","P_010","1","20",,"2024","8","42"
30,"P_014","Product 014","Grocery","BrandD","191.33","306.92","112443","102","8/9/2024","P_014","3","5",,"2024","8","42"
32,"P_019","Product 019","Electronics","BrandB","170.91","230.23","112475","101","8/13/2024","P_019","4","0",,"2024","8","44"
33,"P_023","Product 023","Home","BrandA","193.9","336.3","112501","102","8/9/2024","P_023","4","15",,"2024","8","46"
33,"P_039","Product 039","Electronics","BrandD","179.34","242.93","112440","103","8/27/2024","P_039","4","15",,"2024","8","46"
35,"P_005","Product 005","Sports","BrandD","58.75","90.98","112468","108","8/9/2024","P_005","2","15",,"2024","8","47"
35,"P_038","Product 038","Sports","BrandC","324.13","448.92","112438","105","8/23/2024","P_038","4","10",,"2024","8","47"
37,"P_002","Product 002","Sports","BrandC","165.08","307.45","112457","106","8/14/2024","P_002","5","10",,"2024","8","48"
37,"P_008","Product 008","Clothing","BrandC","110.44","203.49","112445","107","8/16/2024","P_008","1","5",,"2024","8","48"
37,"P_040","Product 040","Grocery","BrandA","196.15","286.01","112460","107","8/13/2024","P_040","1","0",,"2024","8","48"
37,"P_044","Product 044","Grocery","BrandD","145.03","274.52","112477","105","8/16/2024","P_044","2","5",,"2024","8","48"
41,"P_001","Product 001","Home","BrandD","291.46","482.98","112464","103","8/18/2024","P_001","1","20",,"2024","8","49"
41,"P_007","Product 007","Clothing","BrandD","133.42","217.47","112456","107","8/5/2024","P_007","4","20",,"2024","8","49"
41,"P_024","Product 024","Electronics","BrandC","208.42","299.74","112450","101","8/20/2024","P_024","4","15",,"2024","8","49"
44,"P_041","Product 041","Home","BrandB","230.38","350.8","112453","104","8/20/2024","P_041","3","0",,"2024","8","52"
45,"P_015","Product 015","Home","BrandD","281.43","463.89","112443","107","8/9/2024","P_015","5","5",,"2024","8","54"
46,"P_004","Product 004","Sports","BrandC","89.45","155.17","112486","102","8/31/2024","P_004","2","10",,"2024","8","59"
47,"P_009","Product 009","Clothing","BrandC","96.09","153.81","112447","102","8/3/2024","P_009","5","10",,"2024","8","61"
48,"P_017","Product 017","Home","BrandB","314.84","458.33","112437","105","8/28/2024","P_017","1","10",,"2024","8","62"
49,"P_003","Product 003","Clothing","BrandD","95.83","145.24","112438","101","8/23/2024","P_003","5","0",,"2024","8","72"
50,"P_031","Product 031","Clothing","BrandD","69.33","125.63","112442","107","8/3/2024","P_031","5","0",,"2024","8","76"
1,"P_027","Product 027","Clothing","BrandD","116.38","197.63","112943","105","9/10/2024","P_027","1","20",,"2024","9","12"
1,"P_037","Product 037","Clothing","BrandB","67.57","108.84","112993","107","9/29/2024","P_037","5","0",,"2024","9","12"
3,"P_011","Product 011","Home","BrandA","63.95","107.43","112926","102","9/16/2024","P_011","1","0",,"2024","9","16"
4,"P_006","Product 006","Grocery","BrandA","14.29","17.66","112899","104","9/15/2024","P_006","1","0",,"2024","9","18"
5,"P_031","Product 031","Clothing","BrandD","69.33","125.63","113023","108","9/21/2024","P_031","5","15",,"2024","9","20"
6,"P_040","Product 040","Grocery","BrandA","196.15","286.01","112934","102","9/12/2024","P_040","1","5",,"2024","9","22"
6,"P_042","Product 042","Electronics","BrandD","54.28","78.27","112995","102","9/11/2024","P_042","2","15",,"2024","9","22"
6,"P_045","Product 045","Grocery","BrandA","68.92","109.5","112922","101","9/2/2024","P_045","2","0",,"2024","9","22"
9,"P_009","Product 009","Clothing","BrandC","96.09","153.81","112934","103","9/12/2024","P_009","2","0",,"2024","9","23"
9,"P_018","Product 018","Sports","BrandB","285.64","426.52","112945","107","9/13/2024","P_018","3","15",,"2024","9","23"
11,"P_047","Product 047","Grocery","BrandC","237.02","303.44","112886","101","9/15/2024","P_047","1","15",,"2024","9","24"
12,"P_010","Product 010","Sports","BrandB","13.81","16.9","112885","104","9/14/2024","P_010","3","5",,"2024","9","25"
12,"P_025","Product 025","Electronics","BrandB","92.74","144.61","112918","102","9/8/2024","P_025","1","20",,"2024","9","25"
12,"P_034","Product 034","Electronics","BrandD","301.56","358.22","112907","106","9/20/2024","P_034","2","5",,"2024","9","25"
15,"P_020","Product 020","Home","BrandB","33.73","56.75","112879","106","9/14/2024","P_020","5","10",,"2024","9","26"
16,"P_028","Product 028","Grocery","BrandB","285.08","486.14","112898","103","9/13/2024","P_028","3","10",,"2024","9","28"
16,"P_036","Product 036","Sports","BrandD","115.24","225.27","112908","105","9/27/2024","P_036","2","15",,"2024","9","28"
18,"P_030","Product 030","Home","BrandB","272.48","363.65","112895","102","9/13/2024","P_030","3","20",,"2024","9","29"
19,"P_001","Product 001","Home","BrandD","291.46","482.98","112883","101","9/6/2024","P_001","5","5",,"2024","9","30"
19,"P_032","Product 032","Home","BrandB","115.04","135.47","112914","108","9/12/2024","P_032","1","5",,"2024","9","30"
21,"P_015","Product 015","Home","BrandD","281.43","463.89","112882","106","9/20/2024","P_015","1","20",,"2024","9","31"
21,"P_021","Product 021","Grocery","BrandD","112.23","191.7","112905","104","9/16/2024","P_021","2","5",,"2024","9","31"
21,"P_033","Product 033","Home","BrandC","17.69","29.81","112970","107","9/19/2024","P_033","5","20",,"2024","9","31"
24,"P_012","Product 012","Clothing","BrandD","260.56","358.56","112938","105","9/15/2024","P_012","5","5",,"2024","9","32"
25,"P_014","Product 014","Grocery","BrandD","191.33","306.92","112927","102","9/13/2024","P_014","2","20",,"2024","9","33"
25,"P_044","Product 044","Grocery","BrandD","145.03","274.52","112890","104","9/26/2024","P_044","5","0",,"2024","9","33"
27,"P_005","Product 005","Sports","BrandD","58.75","90.98","112898","105","9/13/2024","P_005","5","0",,"2024","9","34"
27,"P_008","Product 008","Clothing","BrandC","110.44","203.49","112912","103","9/14/2024","P_008","2","0",,"2024","9","34"
27,"P_022","Product 022","Sports","BrandB","188.76","337.73","112940","102","9/25/2024","P_022","1","20",,"2024","9","34"
27,"P_024","Product 024","Electronics","BrandC","208.42","299.74","112917","105","9/16/2024","P_024","3","0",,"2024","9","34"
31,"P_026","Product 026","Clothing","BrandB","148.98","285.01","112887","108","9/30/2024","P_026","2","5",,"2024","9","35"
32,"P_003","Product 003","Clothing","BrandD","95.83","145.24","112881","105","9/24/2024","P_003","5","15",,"2024","9","36"
32,"P_038","Product 038","Sports","BrandC","324.13","448.92","112932","102","9/17/2024","P_038","3","15",,"2024","9","36"
34,"P_029","Product 029","Home","BrandB","316.8","425.97","112896","101","9/24/2024","P_029","5","10",,"2024","9","37"
34,"P_035","Product 035","Clothing","BrandC","41.43","64.34","112913","103","9/6/2024","P_035","3","10",,"2024","9","37"
34,"P_043","Product 043","Home","BrandA","216.59","306.16","112958","102","9/21/2024","P_043","5","5",,"2024","9","37"
34,"P_046","Product 046","Electronics","BrandB","276","472","112936","102","9/21/2024","P_046","4","20",,"2024","9","37"
38,"P_039","Product 039","Electronics","BrandD","179.34","242.93","112889","108","9/13/2024","P_039","5","0",,"2024","9","38"
39,"P_013","Product 013","Sports","BrandB","198.67","397.19","112932","101","9/17/2024","P_013","4","15",,"2024","9","39"
39,"P_048","Product 048","Sports","BrandA","232.9","350.44","112884","101","9/24/2024","P_048","2","20",,"2024","9","39"
41,"P_050","Product 050","Home","BrandB","202.07","315.93","112891","106","9/10/2024","P_050","3","5",,"2024","9","40"
42,"P_002","Product 002","Sports","BrandC","165.08","307.45","112880","105","9/13/2024","P_002","1","20",,"2024","9","42"
43,"P_004","Product 004","Sports","BrandC","89.45","155.17","112888","106","9/1/2024","P_004","5","10",,"2024","9","43"
43,"P_017","Product 017","Home","BrandB","314.84","458.33","112900","102","9/15/2024","P_017","3","10",,"2024","9","43"
43,"P_019","Product 019","Electronics","BrandB","170.91","230.23","112902","107","9/15/2024","P_019","4","10",,"2024","9","43"
43,"P_023","Product 023","Home","BrandA","193.9","336.3","112890","101","9/26/2024","P_023","1","10",,"2024","9","43"
43,"P_041","Product 041","Home","BrandB","230.38","350.8","112904","103","9/16/2024","P_041","3","5",,"2024","9","43"
48,"P_007","Product 007","Clothing","BrandD","133.42","217.47","112883","103","9/6/2024","P_007","5","20",,"2024","9","45"
48,"P_016","Product 016","Grocery","BrandB","183.48","329.03","112909","108","9/9/2024","P_016","1","10",,"2024","9","45"
50,"P_049","Product 049","Grocery","BrandD","372.65","441.43","112901","105","9/23/2024","P_049","4","0",,"2024","9","48"
1,"P_020","Product 020","Home","BrandB","33.73","56.75","114819","103","1/22/2025","P_020","1","10",,"2025","1","18"
2,"P_034","Product 034","Electronics","BrandD","301.56","358.22","114688","102","1/24/2025","P_034","1","20",,"2025","1","19"
3,"P_021","Product 021","Grocery","BrandD","112.23","191.7","114744","105","1/12/2025","P_021","1","10",,"2025","1","21"
4,"P_014","Product 014","Grocery","BrandD","191.33","306.92","114674","102","1/11/2025","P_014","1","5",,"2025","1","24"
5,"P_045","Product 045","Grocery","BrandA","68.92","109.5","114674","105","1/11/2025","P_045","3","15",,"2025","1","27"
5,"P_047","Product 047","Grocery","BrandC","237.02","303.44","114699","108","1/20/2025","P_047","5","15",,"2025","1","27"
5,"P_049","Product 049","Grocery","BrandD","372.65","441.43","114669","103","1/1/2025","P_049","2","15",,"2025","1","27"
8,"P_036","Product 036","Sports","BrandD","115.24","225.27","114686","101","1/11/2025","P_036","1","5",,"2025","1","29"
9,"P_019","Product 019","Electronics","BrandB","170.91","230.23","114663","102","1/4/2025","P_019","2","0",,"2025","1","32"
10,"P_043","Product 043","Home","BrandA","216.59","306.16","114689","101","1/4/2025","P_043","3","5",,"2025","1","34"
10,"P_046","Product 046","Electronics","BrandB","276","472","114716","105","1/14/2025","P_046","2","20",,"2025","1","34"
10,"P_050","Product 050","Home","BrandB","202.07","315.93","114665","107","1/18/2025","P_050","3","10",,"2025","1","34"
13,"P_026","Product 026","Clothing","BrandB","148.98","285.01","114664","103","1/19/2025","P_026","3","10",,"2025","1","37"
