TRANSACTION_ID,STORE_ID,TRANSACTION_DATE,PRODUCT_ID,QUANTITY,DISCOUNT_PERCENT,O_QUANTITY,O_DISCOUNT,O_TRANSACTION_DATE,REJECT_FLAG,REJECT_REASON
"104499",,"1/27/2025","P_050","2","20",2,20,"1/27/2025",1,"Null Store"
"104499","101","1/27/2025",,"1","20",1,20,"1/27/2025",1,"Null Produ"
"104506","107","2026/13/40","P_021","3","15",3,15,"2026/13/40",1,"Invalid Da"
"104508","101","1/27/2025","P_050","0","15",0,15,"1/27/2025",1,"Zero Quant"
"104515","108","1/17/2025","P_005","0","20",0,20,"1/17/2025",1,"Zero Quant"
"104525","105","1/18/2025",,"5","15",5,15,"1/18/2025",1,"Null Produ"
"104526",,"1/1/2025","P_010","2","0",2,0,"1/1/2025",1,"Null Store"
"104543",,"1/16/2025","P_019","3","0",3,0,"1/16/2025",1,"Null Store"
"104549","108","1/22/2025","P_008","0","10",0,10,"1/22/2025",1,"Zero Quant"
"104549","108","1/22/2025","P_008","0","10",0,10,"1/22/2025",1,"Zero Quant"
"104557",,"2/10/2025","P_011","1","10",1,10,"2/10/2025",1,"Null Store"
"104562","105","2/16/2025",,"5","5",5,5,"2/16/2025",1,"Null Produ"
"104569","103","2/5/2025","P_006","3","150",3,150,"2/5/2025",1,"Discount >"
"104585","103","2026/13/40","P_049","3","20",3,20,"2026/13/40",1,"Invalid Da"
"104586","104","2026/13/40","P_014","5","0",5,0,"2026/13/40",1,"Invalid Da"
"104623","101","2026/13/40","P_039","4","20",4,20,"2026/13/40",1,"Invalid Da"
"104642","104","2/13/2025","P_050","0","5",0,5,"2/13/2025",1,"Zero Quant"
"104647","105","2/13/2025","P_015","0","10",0,10,"2/13/2025",1,"Zero Quant"
"104654","104","2/20/2025","P_047","4","150",4,150,"2/20/2025",1,"Discount >"
"104667",,"2/7/2025","P_037","3","15",3,15,"2/7/2025",1,"Null Store"
"104669","102","2/13/2025","P_036","1","150",1,150,"2/13/2025",1,"Discount >"
"104692","105","2/2/2025",,"1","5",1,5,"2/2/2025",1,"Null Produ"
"104692","105","2/2/2025",,"1","5",1,5,"2/2/2025",1,"Null Produ"
"104697","103","2026/13/40","P_040","5","10",5,10,"2026/13/40",1,"Invalid Da"
"104778","108","2/1/2025","P_030","2","150",2,150,"2/1/2025",1,"Discount >"
"104778","108","2/1/2025","P_030","2","150",2,150,"2/1/2025",1,"Discount >"
"104793","107","2026/13/40","P_025","5","0",5,0,"2026/13/40",1,"Invalid Da"
"104797","105","2/20/2025","P_025","2","150",2,150,"2/20/2025",1,"Discount >"
"104828","101","2026/13/40","P_007","4","20",4,20,"2026/13/40",1,"Invalid Da"
"104846","101","2/3/2025",,"2","15",2,15,"2/3/2025",1,"Null Produ"
"104854","102","2026/13/40","P_045","2","20",2,20,"2026/13/40",1,"Invalid Da"
"104860","107","2/19/2025","P_034","0","10",0,10,"2/19/2025",1,"Zero Quant"
"104861","106","2026/13/40","P_023","4","10",4,10,"2026/13/40",1,"Invalid Da"
"104871","102","2/27/2025",,"5","5",5,5,"2/27/2025",1,"Null Produ"
"104873","108","2/1/2025",,"5","5",5,5,"2/1/2025",1,"Null Produ"
"104875","105","2/26/2025","P_032","2","150",2,150,"2/26/2025",1,"Discount >"
"104875","105","2/26/2025","P_032","2","150",2,150,"2/26/2025",1,"Discount >"
"104882","105","2/16/2025",,"3","0",3,0,"2/16/2025",1,"Null Produ"
"104888","105","2026/13/40","P_009","2","15",2,15,"2026/13/40",1,"Invalid Da"
"104897",,"2/22/2025","P_031","2","10",2,10,"2/22/2025",1,"Null Store"
"104914","106","2/12/2025",,"3","10",3,10,"2/12/2025",1,"Null Produ"
"104919","108","2/18/2025","P_010","0","0",0,0,"2/18/2025",1,"Zero Quant"
"104920","108","2026/13/40","P_001","5","10",5,10,"2026/13/40",1,"Invalid Da"
"104942",,"2/15/2025","P_033","3","15",3,15,"2/15/2025",1,"Null Store"
"104977",,"2/21/2025","P_039","1","20",1,20,"2/21/2025",1,"Null Store"
"104981","104","2/10/2025",,"4","0",4,0,"2/10/2025",1,"Null Produ"
"104987","104","2/13/2025","P_048","0","15",0,15,"2/13/2025",1,"Zero Quant"
"104999","106","2/23/2025",,"4","5",4,5,"2/23/2025",1,"Null Produ"
"104999","106","2/23/2025",,"4","5",4,5,"2/23/2025",1,"Null Produ"
"105007","108","2/18/2025","P_002","1","150",1,150,"2/18/2025",1,"Discount >"
"105020","103","2026/13/40","P_015","1","0",1,0,"2026/13/40",1,"Invalid Da"
"105043","105","2/27/2025",,"4","20",4,20,"2/27/2025",1,"Null Produ"
"105051","101","3/25/2025","P_032","0","5",0,5,"3/25/2025",1,"Zero Quant"
"105052",,"3/1/2025","P_039","2","15",2,15,"3/1/2025",1,"Null Store"
"105056","104","3/31/2025",,"1","20",1,20,"3/31/2025",1,"Null Produ"
"105078",,"3/26/2025","P_043","3","20",3,20,"3/26/2025",1,"Null Store"
"105082",,"3/19/2025","P_008","4","5",4,5,"3/19/2025",1,"Null Store"
"105086","101","3/3/2025","P_008","0","15",0,15,"3/3/2025",1,"Zero Quant"
"105086","101","3/3/2025","P_008","0","15",0,15,"3/3/2025",1,"Zero Quant"
"105119","107","3/26/2025",,"3","0",3,0,"3/26/2025",1,"Null Produ"
"105119","107","3/26/2025",,"3","10",3,10,"3/26/2025",1,"Null Produ"
"105146",,"3/25/2025","P_032","3","15",3,15,"3/25/2025",1,"Null Store"
"105185",,"3/17/2025","P_050","1","15",1,15,"3/17/2025",1,"Null Store"
"105186","107","3/29/2025",,"4","0",4,0,"3/29/2025",1,"Null Produ"
"105187","108","2026/13/40","P_046","2","0",2,0,"2026/13/40",1,"Invalid Da"
"105197","101","3/24/2025","P_009","0","20",0,20,"3/24/2025",1,"Zero Quant"
"105266","108","3/15/2025",,"5","0",5,0,"3/15/2025",1,"Null Produ"
"105290","105","3/1/2025","P_010","0","15",0,15,"3/1/2025",1,"Zero Quant"
"105301",,"3/16/2025","P_011","5","0",5,0,"3/16/2025",1,"Null Store"
"105302","105","2026/13/40","P_012","2","0",2,0,"2026/13/40",1,"Invalid Da"
"105342","102","3/18/2025","P_039","2","150",2,150,"3/18/2025",1,"Discount >"
"105346","105","3/20/2025","P_003","0","5",0,5,"3/20/2025",1,"Zero Quant"
"105358","108","3/29/2025",,"4","15",4,15,"3/29/2025",1,"Null Produ"
"105361","107","2026/13/40","P_011","2","15",2,15,"2026/13/40",1,"Invalid Da"
"105380","106","3/4/2025","P_013","0","20",0,20,"3/4/2025",1,"Zero Quant"
"105395",,"3/30/2025","P_004","3","10",3,10,"3/30/2025",1,"Null Store"
"105407","105","3/22/2025",,"5","10",5,10,"3/22/2025",1,"Null Produ"
"105411",,"3/23/2025","P_003","4","5",4,5,"3/23/2025",1,"Null Store"
"105429","108","3/18/2025","P_036","2","150",2,150,"3/18/2025",1,"Discount >"
"105451","107","3/27/2025",,"4","10",4,10,"3/27/2025",1,"Null Produ"
"105456",,"3/10/2025","P_041","2","0",2,0,"3/10/2025",1,"Null Store"
"105476","106","3/7/2025",,"2","10",2,10,"3/7/2025",1,"Null Produ"
"105481","107","3/2/2025","P_041","0","10",0,10,"3/2/2025",1,"Zero Quant"
"105482","105","3/12/2025","P_011","0","20",0,20,"3/12/2025",1,"Zero Quant"
"105515","106","4/6/2025","P_036","0","10",0,10,"4/6/2025",1,"Zero Quant"
"105549","106","4/13/2025",,"4","5",4,5,"4/13/2025",1,"Null Produ"
"105569","104","4/29/2025","P_040","0","0",0,0,"4/29/2025",1,"Zero Quant"
"105577","106","4/28/2025",,"2","15",2,15,"4/28/2025",1,"Null Produ"
"105584","108","4/22/2025",,"4","5",4,5,"4/22/2025",1,"Null Produ"
"105594",,"4/6/2025","P_045","4","20",4,20,"4/6/2025",1,"Null Store"
"105620","101","4/29/2025",,"3","15",3,15,"4/29/2025",1,"Null Produ"
"105632",,"4/11/2025","P_047","4","0",4,0,"4/11/2025",1,"Null Store"
"105635","101","2026/13/40","P_031","2","15",2,15,"2026/13/40",1,"Invalid Da"
"105638",,"4/2/2025","P_010","4","0",4,0,"4/2/2025",1,"Null Store"
"105643","107","4/28/2025","P_019","5","150",5,150,"4/28/2025",1,"Discount >"
"105658",,"4/10/2025","P_016","4","15",4,15,"4/10/2025",1,"Null Store"
"105716","104","4/28/2025","P_022","0","20",0,20,"4/28/2025",1,"Zero Quant"
"105740","106","4/2/2025",,"3","0",3,0,"4/2/2025",1,"Null Produ"
"105750",,"4/25/2025","P_043","5","15",5,15,"4/25/2025",1,"Null Store"
"105758",,"4/26/2025","P_006","3","20",3,20,"4/26/2025",1,"Null Store"
"105762",,"4/3/2025","P_004","1","10",1,10,"4/3/2025",1,"Null Store"
"105763",,"4/28/2025","P_045","3","20",3,20,"4/28/2025",1,"Null Store"
"105765","103","4/21/2025",,"3","5",3,5,"4/21/2025",1,"Null Produ"
"105765","103","4/21/2025",,"3","5",3,5,"4/21/2025",1,"Null Produ"
"105770","101","4/1/2025","P_010","0","20",0,20,"4/1/2025",1,"Zero Quant"
"105791","102","2026/13/40","P_020","5","10",5,10,"2026/13/40",1,"Invalid Da"
"105831","106","4/11/2025","P_006","2","150",2,150,"4/11/2025",1,"Discount >"
"105846","103","2026/13/40","P_026","5","5",5,5,"2026/13/40",1,"Invalid Da"
"105852","104","4/24/2025","P_024","2","150",2,150,"4/24/2025",1,"Discount >"
"105858","105","2026/13/40","P_010","3","5",3,5,"2026/13/40",1,"Invalid Da"
"105865","101","4/1/2025","P_027","0","10",0,10,"4/1/2025",1,"Zero Quant"
"105873","104","4/9/2025",,"5","10",5,10,"4/9/2025",1,"Null Produ"
"105875","103","2026/13/40","P_030","3","5",3,5,"2026/13/40",1,"Invalid Da"
"105897","104","2026/13/40","P_046","2","5",2,5,"2026/13/40",1,"Invalid Da"
"105901","102","5/26/2025",,"2","15",2,15,"5/26/2025",1,"Null Produ"
"105963",,"5/8/2025","P_046","1","20",1,20,"5/8/2025",1,"Null Store"
"105972","101","2026/13/40","P_039","1","0",1,0,"2026/13/40",1,"Invalid Da"
"105988","108","5/26/2025",,"2","15",2,15,"5/26/2025",1,"Null Produ"
"106004","107","5/3/2025",,"1","5",1,5,"5/3/2025",1,"Null Produ"
"106006","105","5/9/2025","P_004","2","150",2,150,"5/9/2025",1,"Discount >"
"106021","106","5/12/2025",,"1","15",1,15,"5/12/2025",1,"Null Produ"
"106021","106","5/12/2025",,"1","15",1,15,"5/12/2025",1,"Null Produ"
"106031","101","5/13/2025","P_013","0","5",0,5,"5/13/2025",1,"Zero Quant"
"106037","107","2026/13/40","P_038","1","5",1,5,"2026/13/40",1,"Invalid Da"
"106040","107","2026/13/40","P_030","2","10",2,10,"2026/13/40",1,"Invalid Da"
"106041","106","2026/13/40","P_015","5","5",5,5,"2026/13/40",1,"Invalid Da"
"106056",,"5/27/2025","P_011","2","15",2,15,"5/27/2025",1,"Null Store"
"106061","103","5/20/2025",,"5","10",5,10,"5/20/2025",1,"Null Produ"
"106068","102","5/13/2025","P_029","0","10",0,10,"5/13/2025",1,"Zero Quant"
"106068","106","5/13/2025",,"2","10",2,10,"5/13/2025",1,"Null Produ"
"106074","106","5/28/2025","P_012","0","20",0,20,"5/28/2025",1,"Zero Quant"
"106081","106","2026/13/40","P_037","3","5",3,5,"2026/13/40",1,"Invalid Da"
"106085","107","5/1/2025",,"5","15",5,15,"5/1/2025",1,"Null Produ"
"106092",,"5/20/2025","P_012","4","5",4,5,"5/20/2025",1,"Null Store"
"106097","106","5/19/2025",,"4","10",4,10,"5/19/2025",1,"Null Produ"
"106107",,"5/5/2025","P_042","5","10",5,10,"5/5/2025",1,"Null Store"
"106107","105","5/5/2025","P_016","3","150",3,150,"5/5/2025",1,"Discount >"
"106111","108","5/13/2025","P_003","0","0",0,0,"5/13/2025",1,"Zero Quant"
"106125","105","5/24/2025","P_011","5","150",5,150,"5/24/2025",1,"Discount >"
"106131","102","5/29/2025",,"2","5",2,5,"5/29/2025",1,"Null Produ"
"106137",,"5/4/2025","P_048","4","15",4,15,"5/4/2025",1,"Null Store"
"106138",,"5/8/2025","P_047","2","10",2,10,"5/8/2025",1,"Null Store"
"106154","102","5/23/2025",,"4","20",4,20,"5/23/2025",1,"Null Produ"
"106177","107","5/22/2025","P_015","5","150",5,150,"5/22/2025",1,"Discount >"
"106192","101","2026/13/40","P_004","2","10",2,10,"2026/13/40",1,"Invalid Da"
"106201","106","5/9/2025","P_047","3","150",3,150,"5/9/2025",1,"Discount >"
"106235","101","5/22/2025","P_046","0","10",0,10,"5/22/2025",1,"Zero Quant"
"106247","101","5/29/2025","P_041","0","0",0,0,"5/29/2025",1,"Zero Quant"
"106253",,"5/8/2025","P_040","1","5",1,5,"5/8/2025",1,"Null Store"
"106258","108","5/3/2025","P_044","0","5",0,5,"5/3/2025",1,"Zero Quant"
"106290","101","5/4/2025",,"4","0",4,0,"5/4/2025",1,"Null Produ"
"106294","104","5/20/2025",,"3","0",3,0,"5/20/2025",1,"Null Produ"
"106342","101","5/30/2025","P_041","3","150",3,150,"5/30/2025",1,"Discount >"
"106354","101","2026/13/40","P_002","4","15",4,15,"2026/13/40",1,"Invalid Da"
"106354","107","5/6/2025","P_014","1","150",1,150,"5/6/2025",1,"Discount >"
"106357","107","5/1/2025",,"4","10",4,10,"5/1/2025",1,"Null Produ"
"106361","108","5/1/2025","P_008","0","0",0,0,"5/1/2025",1,"Zero Quant"
"106361","108","5/1/2025","P_008","0","0",0,0,"5/1/2025",1,"Zero Quant"
"106371","107","5/5/2025","P_021","5","150",5,150,"5/5/2025",1,"Discount >"
"106382",,"6/7/2025","P_003","1","20",1,20,"6/7/2025",1,"Null Store"
"106393",,"6/14/2025","P_034","4","20",4,20,"6/14/2025",1,"Null Store"
"106395","108","6/27/2025",,"4","15",4,15,"6/27/2025",1,"Null Produ"
"106395","108","6/27/2025",,"4","15",4,15,"6/27/2025",1,"Null Produ"
"106411","108","2026/13/40","P_043","2","15",2,15,"2026/13/40",1,"Invalid Da"
"106411","108","2026/13/40","P_043","2","15",2,15,"2026/13/40",1,"Invalid Da"
"106424","104","6/10/2025","P_018","1","150",1,150,"6/10/2025",1,"Discount >"
"106438","105","2026/13/40","P_017","1","15",1,15,"2026/13/40",1,"Invalid Da"
"106440","107","6/18/2025",,"1","20",1,20,"6/18/2025",1,"Null Produ"
"106443","102","6/2/2025",,"3","15",3,15,"6/2/2025",1,"Null Produ"
"106453",,"6/29/2025","P_049","1","5",1,5,"6/29/2025",1,"Null Store"
"106462","105","2026/13/40","P_049","1","5",1,5,"2026/13/40",1,"Invalid Da"
"106474","103","6/20/2025","P_045","0","5",0,5,"6/20/2025",1,"Zero Quant"
"106497","101","6/19/2025","P_045","0","20",0,20,"6/19/2025",1,"Zero Quant"
"106497","106","6/19/2025","P_028","3","150",3,150,"6/19/2025",1,"Discount >"
"106521",,"6/21/2025","P_011","3","20",3,20,"6/21/2025",1,"Null Store"
"106551","101","6/17/2025","P_010","3","150",3,150,"6/17/2025",1,"Discount >"
"106582",,"6/1/2025","P_042","1","10",1,10,"6/1/2025",1,"Null Store"
"106591","101","6/30/2025","P_048","0","5",0,5,"6/30/2025",1,"Zero Quant"
"106596","103","6/20/2025",,"1","15",1,15,"6/20/2025",1,"Null Produ"
"106615","102","6/25/2025",,"1","10",1,10,"6/25/2025",1,"Null Produ"
"106645","104","6/26/2025","P_017","0","10",0,10,"6/26/2025",1,"Zero Quant"
"106647","107","6/7/2025","P_038","1","150",1,150,"6/7/2025",1,"Discount >"
"106671","101","6/19/2025","P_031","5","150",5,150,"6/19/2025",1,"Discount >"
"106677","103","2026/13/40","P_012","3","15",3,15,"2026/13/40",1,"Invalid Da"
"106701",,"6/17/2025","P_035","4","0",4,0,"6/17/2025",1,"Null Store"
"106717","106","6/2/2025","P_017","1","150",1,150,"6/2/2025",1,"Discount >"
"106733","107","6/28/2025",,"5","5",5,5,"6/28/2025",1,"Null Produ"
"106744","108","6/3/2025",,"2","15",2,15,"6/3/2025",1,"Null Produ"
"106754","102","6/10/2025","P_043","2","150",2,150,"6/10/2025",1,"Discount >"
"106788","101","7/29/2025","P_049","3","150",3,150,"7/29/2025",1,"Discount >"
"106808","103","7/4/2025",,"1","15",1,15,"7/4/2025",1,"Null Produ"
"106829","101","7/9/2025",,"2","10",2,10,"7/9/2025",1,"Null Produ"
"106829","101","7/9/2025",,"2","10",2,10,"7/9/2025",1,"Null Produ"
"106833","106","7/5/2025","P_009","5","150",5,150,"7/5/2025",1,"Discount >"
"106848","105","7/5/2025","P_049","0","20",0,20,"7/5/2025",1,"Zero Quant"
"106868",,"7/24/2025","P_047","3","15",3,15,"7/24/2025",1,"Null Store"
"106932","107","7/6/2025",,"4","5",4,5,"7/6/2025",1,"Null Produ"
"106935","108","2026/13/40","P_050","5","20",5,20,"2026/13/40",1,"Invalid Da"
"106945",,"7/15/2025","P_026","1","0",1,0,"7/15/2025",1,"Null Store"
"106967","108","7/10/2025",,"5","15",5,15,"7/10/2025",1,"Null Produ"
"106967","108","7/10/2025",,"5","15",5,15,"7/10/2025",1,"Null Produ"
"106968","101","7/31/2025","P_043","0","5",0,5,"7/31/2025",1,"Zero Quant"
"106980","104","7/22/2025","P_011","4","150",4,150,"7/22/2025",1,"Discount >"
"106991","104","7/22/2025",,"3","0",3,0,"7/22/2025",1,"Null Produ"
"107003","107","2026/13/40","P_007","2","10",2,10,"2026/13/40",1,"Invalid Da"
"107038","104","7/28/2025",,"2","10",2,10,"7/28/2025",1,"Null Produ"
"107065","105","7/6/2025",,"1","20",1,20,"7/6/2025",1,"Null Produ"
"107091","107","7/11/2025","P_045","5","150",5,150,"7/11/2025",1,"Discount >"
"107094","106","2026/13/40","P_036","3","15",3,15,"2026/13/40",1,"Invalid Da"
"107094","106","2026/13/40","P_036","3","15",3,15,"2026/13/40",1,"Invalid Da"
"107123","105","7/2/2025","P_032","1","150",1,150,"7/2/2025",1,"Discount >"
"107136","102","7/19/2025",,"1","10",1,10,"7/19/2025",1,"Null Produ"
"107148","103","7/19/2025",,"5","20",5,20,"7/19/2025",1,"Null Produ"
"107155","102","7/24/2025",,"4","20",4,20,"7/24/2025",1,"Null Produ"
"107184","101","7/14/2025","P_017","0","0",0,0,"7/14/2025",1,"Zero Quant"
"107184",,"7/14/2025","P_005","5","5",5,5,"7/14/2025",1,"Null Store"
"107190","101","2026/13/40","P_006","3","5",3,5,"2026/13/40",1,"Invalid Da"
"107195","105","8/14/2025",,"1","10",1,10,"8/14/2025",1,"Null Produ"
"107224","103","8/21/2025",,"4","15",4,15,"8/21/2025",1,"Null Produ"
"107253","101","2026/13/40","P_045","1","5",1,5,"2026/13/40",1,"Invalid Da"
"107296","107","8/25/2025","P_045","1","150",1,150,"8/25/2025",1,"Discount >"
"107349","105","8/12/2025","P_033","0","0",0,0,"8/12/2025",1,"Zero Quant"
"107355",,"8/24/2025","P_021","2","5",2,5,"8/24/2025",1,"Null Store"
"107396","104","8/26/2025",,"2","10",2,10,"8/26/2025",1,"Null Produ"
"107432","105","8/5/2025",,"3","10",3,10,"8/5/2025",1,"Null Produ"
"107436","101","2026/13/40","P_045","5","15",5,15,"2026/13/40",1,"Invalid Da"
"107457","108","2026/13/40","P_035","5","10",5,10,"2026/13/40",1,"Invalid Da"
"107471","106","8/20/2025",,"1","5",1,5,"8/20/2025",1,"Null Produ"
"107472",,"8/4/2025","P_030","4","0",4,0,"8/4/2025",1,"Null Store"
"107488","108","8/30/2025","P_049","0","0",0,0,"8/30/2025",1,"Zero Quant"
"107497","105","2026/13/40","P_014","5","5",5,5,"2026/13/40",1,"Invalid Da"
"107497","105","2026/13/40","P_014","5","5",5,5,"2026/13/40",1,"Invalid Da"
"107505","102","8/17/2025","P_030","5","150",5,150,"8/17/2025",1,"Discount >"
"107518","108","8/9/2025","P_018","3","150",3,150,"8/9/2025",1,"Discount >"
"107518",,"8/9/2025","P_037","5","0",5,0,"8/9/2025",1,"Null Store"
"107518","108","8/9/2025","P_018","3","150",3,150,"8/9/2025",1,"Discount >"
"107555",,"8/9/2025","P_038","5","15",5,15,"8/9/2025",1,"Null Store"
"107573","102","8/14/2025","P_042","0","0",0,0,"8/14/2025",1,"Zero Quant"
"107579","103","8/25/2025","P_036","0","0",0,0,"8/25/2025",1,"Zero Quant"
"107587","105","8/26/2025",,"3","0",3,0,"8/26/2025",1,"Null Produ"
"107602","107","8/9/2025","P_032","5","150",5,150,"8/9/2025",1,"Discount >"
"107607","107","8/10/2025","P_015","5","150",5,150,"8/10/2025",1,"Discount >"
"107616","106","2026/13/40","P_030","5","5",5,5,"2026/13/40",1,"Invalid Da"
"107656","104","9/11/2025","P_032","0","5",0,5,"9/11/2025",1,"Zero Quant"
"107663","104","9/4/2025","P_024","0","20",0,20,"9/4/2025",1,"Zero Quant"
"107676",,"9/11/2025","P_031","2","10",2,10,"9/11/2025",1,"Null Store"
"107705","105","9/6/2025",,"1","5",1,5,"9/6/2025",1,"Null Produ"
"107715",,"9/11/2025","P_001","3","0",3,0,"9/11/2025",1,"Null Store"
"107716",,"9/5/2025","P_047","1","0",1,0,"9/5/2025",1,"Null Store"
"107733","101","9/15/2025","P_049","1","150",1,150,"9/15/2025",1,"Discount >"
"107743","103","9/6/2025",,"1","20",1,20,"9/6/2025",1,"Null Produ"
"107766","103","9/12/2025",,"4","10",4,10,"9/12/2025",1,"Null Produ"
"107801","106","9/7/2025","P_038","1","150",1,150,"9/7/2025",1,"Discount >"
"107805","107","9/29/2025","P_010","3","150",3,150,"9/29/2025",1,"Discount >"
"107810","106","9/21/2025",,"4","0",4,0,"9/21/2025",1,"Null Produ"
"107810","106","9/21/2025",,"4","0",4,0,"9/21/2025",1,"Null Produ"
"107828","108","2026/13/40","P_026","3","20",3,20,"2026/13/40",1,"Invalid Da"
"107830",,"9/29/2025","P_044","2","0",2,0,"9/29/2025",1,"Null Store"
"107842","103","9/3/2025",,"4","10",4,10,"9/3/2025",1,"Null Produ"
"107847","106","2026/13/40","P_023","3","5",3,5,"2026/13/40",1,"Invalid Da"
"107860","106","2026/13/40","P_025","3","0",3,0,"2026/13/40",1,"Invalid Da"
"107868",,"9/12/2025","P_021","2","0",2,0,"9/12/2025",1,"Null Store"
"107881","107","9/11/2025","P_008","4","150",4,150,"9/11/2025",1,"Discount >"
"107900","106","9/7/2025","P_023","2","150",2,150,"9/7/2025",1,"Discount >"
"107924","108","9/19/2025","P_031","5","150",5,150,"9/19/2025",1,"Discount >"
"107926","107","2026/13/40","P_011","3","5",3,5,"2026/13/40",1,"Invalid Da"
"107975","108","9/13/2025","P_007","0","10",0,10,"9/13/2025",1,"Zero Quant"
"107991","102","9/8/2025","P_046","0","0",0,0,"9/8/2025",1,"Zero Quant"
"108015",,"9/21/2025","P_015","1","20",1,20,"9/21/2025",1,"Null Store"
"108020","107","9/13/2025",,"5","0",5,0,"9/13/2025",1,"Null Produ"
"108073","103","9/29/2025","P_035","1","150",1,150,"9/29/2025",1,"Discount >"
"108083","101","9/2/2025","P_018","0","10",0,10,"9/2/2025",1,"Zero Quant"
"108086","104","9/1/2025","P_020","0","0",0,0,"9/1/2025",1,"Zero Quant"
"108090","104","2026/13/40","P_023","4","0",4,0,"2026/13/40",1,"Invalid Da"
"108090","104","2026/13/40","P_023","4","0",4,0,"2026/13/40",1,"Invalid Da"
"108091",,"9/5/2025","P_003","1","10",1,10,"9/5/2025",1,"Null Store"
"108093","106","9/26/2025",,"2","5",2,5,"9/26/2025",1,"Null Produ"
"108102","107","9/14/2025",,"3","5",3,5,"9/14/2025",1,"Null Produ"
"108116","101","9/26/2025","P_022","0","5",0,5,"9/26/2025",1,"Zero Quant"
"108117","103","9/7/2025",,"1","5",1,5,"9/7/2025",1,"Null Produ"
"108138","104","10/25/2025",,"1","15",1,15,"10/25/2025",1,"Null Produ"
"108142",,"10/5/2025","P_022","3","5",3,5,"10/5/2025",1,"Null Store"
"108142",,"10/5/2025","P_022","3","5",3,5,"10/5/2025",1,"Null Store"
"108159","106","10/12/2025","P_018","4","150",4,150,"10/12/2025",1,"Discount >"
"108185",,"10/18/2025","P_025","1","10",1,10,"10/18/2025",1,"Null Store"
"108210",,"10/31/2025","P_041","3","0",3,0,"10/31/2025",1,"Null Store"
"108214","107","10/3/2025",,"3","0",3,0,"10/3/2025",1,"Null Produ"
"108236","104","2026/13/40","P_033","1","0",1,0,"2026/13/40",1,"Invalid Da"
"108255","107","10/5/2025","P_039","1","150",1,150,"10/5/2025",1,"Discount >"
"108278","102","10/16/2025","P_044","0","10",0,10,"10/16/2025",1,"Zero Quant"
"108283","108","10/23/2025",,"3","15",3,15,"10/23/2025",1,"Null Produ"
"108283","108","10/23/2025",,"3","15",3,15,"10/23/2025",1,"Null Produ"
"108291","105","2026/13/40","P_037","1","10",1,10,"2026/13/40",1,"Invalid Da"
"108321","103","10/25/2025",,"2","20",2,20,"10/25/2025",1,"Null Produ"
"108328","101","2026/13/40","P_028","5","5",5,5,"2026/13/40",1,"Invalid Da"
"108329","107","10/7/2025","P_039","2","150",2,150,"10/7/2025",1,"Discount >"
"108352","102","10/17/2025","P_018","0","0",0,0,"10/17/2025",1,"Zero Quant"
"108365","105","10/18/2025","P_031","0","0",0,0,"10/18/2025",1,"Zero Quant"
"108371","108","10/23/2025",,"1","10",1,10,"10/23/2025",1,"Null Produ"
"108417","103","2026/13/40","P_045","1","5",1,5,"2026/13/40",1,"Invalid Da"
"108431","105","10/13/2025","P_023","0","0",0,0,"10/13/2025",1,"Zero Quant"
"108441",,"10/27/2025","P_027","2","15",2,15,"10/27/2025",1,"Null Store"
"108456",,"10/22/2025","P_019","5","20",5,20,"10/22/2025",1,"Null Store"
"108457","104","10/24/2025",,"3","0",3,0,"10/24/2025",1,"Null Produ"
"108496","104","11/27/2025",,"2","5",2,5,"11/27/2025",1,"Null Produ"
"108501","102","11/2/2025",,"1","15",1,15,"11/2/2025",1,"Null Produ"
"108502","104","11/14/2025",,"1","15",1,15,"11/14/2025",1,"Null Produ"
"108506","101","11/17/2025","P_017","0","20",0,20,"11/17/2025",1,"Zero Quant"
"108514","103","11/27/2025",,"5","10",5,10,"11/27/2025",1,"Null Produ"
"108517","105","11/4/2025","P_031","3","150",3,150,"11/4/2025",1,"Discount >"
"108549","106","11/24/2025",,"2","20",2,20,"11/24/2025",1,"Null Produ"
"108556","106","11/1/2025","P_045","0","20",0,20,"11/1/2025",1,"Zero Quant"
"108556",,"11/1/2025","P_018","3","15",3,15,"11/1/2025",1,"Null Store"
"108586","108","11/11/2025","P_039","0","0",0,0,"11/11/2025",1,"Zero Quant"
"108588",,"11/13/2025","P_004","5","5",5,5,"11/13/2025",1,"Null Store"
"108603","104","2026/13/40","P_042","1","20",1,20,"2026/13/40",1,"Invalid Da"
"108603","104","2026/13/40","P_042","1","20",1,20,"2026/13/40",1,"Invalid Da"
"108615","101","11/2/2025",,"3","20",3,20,"11/2/2025",1,"Null Produ"
"108619","108","11/5/2025","P_029","4","150",4,150,"11/5/2025",1,"Discount >"
"108649","108","11/5/2025","P_007","0","0",0,0,"11/5/2025",1,"Zero Quant"
"108656","106","2026/13/40","P_044","1","0",1,0,"2026/13/40",1,"Invalid Da"
"108667","104","11/13/2025","P_010","0","20",0,20,"11/13/2025",1,"Zero Quant"
"108675","106","2026/13/40","P_041","2","15",2,15,"2026/13/40",1,"Invalid Da"
"108684","106","11/28/2025",,"2","15",2,15,"11/28/2025",1,"Null Produ"
"108740","103","11/1/2025",,"1","20",1,20,"11/1/2025",1,"Null Produ"
"108772",,"11/14/2025","P_035","4","10",4,10,"11/14/2025",1,"Null Store"
"108774","106","11/4/2025",,"4","15",4,15,"11/4/2025",1,"Null Produ"
